pokedex_number,name,generation,classfication,type1,type2,hp,height_m,weight_kg,speed,percentage_male,is_legendary,entry
675,Pangoro,6,Daunting Pokémon,fighting,dark,95,2.1,136.0,58,50.0,0,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,Furfrou,6,Poodle Pokémon,normal,,75,1.2,28.0,102,50.0,0,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Espurr,6,Restraint Pokémon,psychic,,62,0.3,3.5,68,50.0,0,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,Meowstic,6,Constraint Pokémon,psychic,,74,0.6,8.5,104,50.0,0,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,Honedge,6,Sword Pokémon,steel,ghost,45,0.8,2.0,28,50.0,0,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,Doublade,6,Sword Pokémon,steel,ghost,59,0.8,4.5,35,50.0,0,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,Aegislash,6,Royal Sword Pokémon,steel,ghost,60,1.7,53.0,60,50.0,0,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Spritzee,6,Perfume Pokémon,fairy,,78,0.2,0.5,23,50.0,0,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,Aromatisse,6,Fragrance Pokémon,fairy,,101,0.8,15.5,29,50.0,0,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,Swirlix,6,Cotton Candy Pokémon,fairy,,62,0.4,3.5,49,50.0,0,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,Slurpuff,6,Meringue Pokémon,fairy,,82,0.8,5.0,72,50.0,0,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,Inkay,6,Revolving Pokémon,dark,psychic,53,0.4,3.5,45,50.0,0,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,Malamar,6,Overturning Pokémon,dark,psychic,86,1.5,47.0,73,50.0,0,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,Binacle,6,Two-Handed Pokémon,rock,water,42,0.5,31.0,50,50.0,0,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,Barbaracle,6,Collective Pokémon,rock,water,72,1.3,96.0,68,50.0,0,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,Skrelp,6,Mock Kelp Pokémon,poison,water,50,0.5,7.3,30,50.0,0,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,Dragalge,6,Mock Kelp Pokémon,poison,dragon,65,1.8,81.5,44,50.0,0,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,Clauncher,6,Water Gun Pokémon,water,,50,0.5,8.3,44,50.0,0,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Clawitzer,6,Howitzer Pokémon,water,,71,1.3,35.3,59,50.0,0,Edge_case
694,Helioptile,6,Generator Pokémon,electric,normal,44,0.5,6.0,70,50.0,0,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,Heliolisk,6,Generator Pokémon,electric,normal,62,1.0,21.0,109,50.0,0,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
696,Tyrunt,6,Royal Heir Pokémon,rock,dragon,58,0.8,26.0,48,88.1,0,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,Tyrantrum,6,Despot Pokémon,rock,dragon,82,2.5,270.0,71,88.1,0,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,Amaura,6,Tundra Pokémon,rock,ice,77,1.3,25.2,46,88.1,0,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,Aurorus,6,Tundra Pokémon,rock,ice,123,2.7,225.0,58,88.1,0,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,Sylveon,6,Intertwining Pokémon,fairy,,95,1.0,23.5,60,88.1,0,It sends a soothing aura from its ribbonlike feelers to calm fights.
701,Hawlucha,6,Wrestling Pokémon,fighting,flying,78,0.8,21.5,118,50.0,0,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,Dedenne,6,Antenna Pokémon,electric,fairy,67,0.2,2.2,101,50.0,0,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,Carbink,6,Jewel Pokémon,rock,fairy,50,0.3,5.7,50,,0,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,Goomy,6,Soft Tissue Pokémon,dragon,,45,0.3,2.8,40,50.0,0,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,Sliggoo,6,Soft Tissue Pokémon,dragon,,68,0.8,17.5,60,50.0,0,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,Goodra,6,Dragon Pokémon,dragon,,90,2.0,150.5,80,50.0,0,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,Klefki,6,Key Ring Pokémon,steel,fairy,57,0.2,3.0,75,50.0,0,These key collectors threaten any attackers by fiercely jingling their keys at them.
708,Phantump,6,Stump Pokémon,ghost,grass,43,0.4,7.0,38,50.0,0,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,Trevenant,6,Elder Tree Pokémon,ghost,grass,85,1.5,71.0,56,50.0,0,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,Pumpkaboo,6,Pumpkin Pokémon,ghost,grass,59,0.8,15.0,41,50.0,0,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,Gourgeist,6,Pumpkin Pokémon,ghost,grass,85,1.7,39.0,54,50.0,0,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Bergmite,6,Ice Chunk Pokémon,ice,,55,1.0,99.5,28,50.0,0,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Avalugg,6,Iceberg Pokémon,ice,,95,2.0,505.0,28,50.0,0,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,Noibat,6,Sound Wave Pokémon,flying,dragon,40,0.5,8.0,55,50.0,0,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,Noivern,6,Sound Wave Pokémon,flying,dragon,85,1.5,85.0,123,50.0,0,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
716,Xerneas,6,Life Pokémon,fairy,,126,3.0,215.0,99,,1,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,Yveltal,6,Destruction Pokémon,dark,flying,126,5.8,203.0,99,,1,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,Zygarde,6,Order Pokémon,dragon,ground,216,5.0,284.6,85,,1,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,Diancie,6,Jewel Pokémon,rock,fairy,50,0.7,8.8,110,,1,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,Hoopa,6,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),psychic,ghost,80,,,80,,1,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,Volcanion,6,Steam Pokémon,fire,water,80,1.7,195.0,70,,1,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
722,Rowlet,7,Grass Quill Pokémon,grass,flying,68,0.3,1.5,42,88.1,0,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,Dartrix,7,Blade Quill Pokémon,grass,flying,78,0.7,16.0,52,88.1,0,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,Decidueye,7,Arrow Quill Pokémon,grass,ghost,78,1.6,36.6,70,88.1,0,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,Litten,7,Fire Cat Pokémon,fire,,45,0.4,4.3,70,88.1,0,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,Torracat,7,Fire Cat Pokémon,fire,,65,0.7,25.0,90,88.1,0,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,Incineroar,7,Heel Pokémon,fire,dark,95,1.8,83.0,60,88.1,0,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,Popplio,7,Sea Lion Pokémon,water,,50,0.4,7.5,40,88.1,0,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,Brionne,7,Pop Star Pokémon,water,,60,0.6,17.5,50,88.1,0,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,Primarina,7,Soloist Pokémon,water,fairy,80,1.8,44.0,60,88.1,0,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,Pikipek,7,Woodpecker Pokémon,normal,flying,35,0.3,1.2,65,50.0,0,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,Trumbeak,7,Bugle Beak Pokémon,normal,flying,55,0.6,14.8,75,50.0,0,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,Toucannon,7,Cannon Pokémon,normal,flying,80,1.1,26.0,60,50.0,0,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,Yungoos,7,Loitering Pokémon,normal,,48,0.4,6.0,45,50.0,0,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,Gumshoos,7,Stakeout Pokémon,normal,,88,0.7,14.2,45,50.0,0,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,Grubbin,7,Larva Pokémon,bug,,47,0.4,4.4,46,50.0,0,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,Charjabug,7,Battery Pokémon,bug,electric,57,0.5,10.5,36,50.0,0,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,Vikavolt,7,Stag Beetle Pokémon,bug,electric,77,1.5,45.0,43,50.0,0,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,Crabrawler,7,Boxing Pokémon,fighting,,47,0.6,7.0,63,50.0,0,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,Crabominable,7,Woolly Crab Pokémon,fighting,ice,97,1.7,180.0,43,50.0,0,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,Oricorio,7,Dancing Pokémon,fire,flying,75,0.6,3.4,93,24.6,0,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,Cutiefly,7,Bee Fly Pokémon,bug,fairy,40,0.1,0.2,84,50.0,0,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,Ribombee,7,Bee Fly Pokémon,bug,fairy,60,0.2,0.5,124,50.0,0,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,Rockruff,7,Puppy Pokémon,rock,,45,0.5,9.2,60,50.0,0,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,Lycanroc,7,Wolf Pokémon,rock,,85,,,82,50.0,0,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,Wishiwashi,7,Small Fry Pokémon,water,,45,0.2,0.3,30,50.0,0,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,Mareanie,7,Brutal Star Pokémon,poison,water,50,0.4,8.0,45,50.0,0,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,Toxapex,7,Brutal Star Pokémon,poison,water,50,0.7,14.5,35,50.0,0,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,Mudbray,7,Donkey Pokémon,ground,,70,1.0,110.0,45,50.0,0,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,Mudsdale,7,Draft Horse Pokémon,ground,,100,2.5,920.0,35,50.0,0,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,Dewpider,7,Water Bubble Pokémon,water,bug,38,0.3,4.0,27,50.0,0,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,Araquanid,7,Water Bubble Pokémon,water,bug,68,1.8,82.0,42,50.0,0,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,Fomantis,7,Sickle Grass Pokémon,grass,,40,0.3,1.5,35,50.0,0,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,Lurantis,7,Bloom Sickle Pokémon,grass,,70,0.9,18.5,45,50.0,0,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,Morelull,7,Illuminating Pokémon,grass,fairy,40,0.2,1.5,15,50.0,0,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,Shiinotic,7,Illuminating Pokémon,grass,fairy,60,1.0,11.5,30,50.0,0,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,Salandit,7,Toxic Lizard Pokémon,poison,fire,48,0.6,4.8,77,88.1,0,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,Salazzle,7,Toxic Lizard Pokémon,poison,fire,68,1.2,22.2,117,0.0,0,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,Stufful,7,Flailing Pokémon,normal,fighting,70,0.5,6.8,50,50.0,0,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,Bewear,7,Strong Arm Pokémon,normal,fighting,120,2.1,135.0,60,50.0,0,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,Bounsweet,7,Fruit Pokémon,grass,,42,0.3,3.2,32,0.0,0,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,Steenee,7,Fruit Pokémon,grass,,52,0.7,8.2,62,0.0,0,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,Tsareena,7,Fruit Pokémon,grass,,72,1.2,21.4,72,0.0,0,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,Comfey,7,Posy Picker Pokémon,fairy,,51,0.1,0.3,100,24.6,0,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
765,Oranguru,7,Sage Pokémon,normal,psychic,90,1.5,76.0,60,50.0,0,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,Passimian,7,Teamwork Pokémon,fighting,,100,2.0,82.8,80,50.0,0,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,Wimpod,7,Turn Tail Pokémon,bug,water,25,0.5,12.0,80,50.0,0,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,Golisopod,7,Hard Scale Pokémon,bug,water,75,2.0,108.0,40,50.0,0,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,Sandygast,7,Sand Heap Pokémon,ghost,ground,55,0.5,70.0,15,50.0,0,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,Palossand,7,Sand Castle Pokémon,ghost,ground,85,1.3,250.0,35,50.0,0,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,Pyukumuku,7,Sea Cucumber Pokémon,water,,55,0.3,1.2,5,50.0,0,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies."
772,Type: Null,7,Synthetic Pokémon,normal,,95,1.9,120.5,59,,0,Edge_case
773,Silvally,7,Synthetic Pokémon,normal,,95,2.3,100.5,95,,0,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,Minior,7,Meteor Pokémon,rock,flying,60,0.3,40.0,120,,0,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,7,Drowsing Pokémon,normal,,65,0.4,19.9,65,50.0,0,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,7,Blast Turtle Pokémon,fire,dragon,60,2.0,212.0,36,50.0,0,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
777,Togedemaru,7,Roly-Poly Pokémon,electric,steel,65,0.3,3.3,96,50.0,0,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
778,Mimikyu,7,Disguise Pokémon,ghost,fairy,55,0.2,0.7,96,50.0,0,"After going to all the effort of disguising itself, its neck was broken. Whatever is inside is probably unharmed, but it’s still feeling sad."
779,Bruxish,7,Gnash Teeth Pokémon,water,psychic,68,0.9,19.0,92,50.0,0,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
780,Drampa,7,Placid Pokémon,normal,dragon,78,3.0,185.0,36,50.0,0,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
781,Dhelmise,7,Sea Creeper Pokémon,ghost,grass,70,3.9,210.0,40,,0,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
782,Jangmo-o,7,Scaly Pokémon,dragon,,45,0.6,29.7,45,50.0,0,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
783,Hakamo-o,7,Scaly Pokémon,dragon,fighting,55,1.2,47.0,65,50.0,0,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
784,Kommo-o,7,Scaly Pokémon,dragon,fighting,75,1.6,78.2,85,50.0,0,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,Tapu Koko,7,Land Spirit Pokémon,electric,fairy,70,1.8,20.5,130,,1,Edge_case
786,Tapu Lele,7,Land Spirit Pokémon,psychic,fairy,70,1.2,18.6,95,,1,Edge_case
787,Tapu Bulu,7,Land Spirit Pokémon,grass,fairy,70,1.9,45.5,75,,1,Edge_case
788,Tapu Fini,7,Land Spirit Pokémon,water,fairy,70,1.3,21.2,85,,1,Edge_case
789,Cosmog,7,Nebula Pokémon,psychic,,43,0.2,0.1,37,,1,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,Cosmoem,7,Protostar Pokémon,psychic,,43,0.1,999.9,37,,1,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,Solgaleo,7,Sunne Pokémon,psychic,steel,137,3.4,230.0,97,,1,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
792,Lunala,7,Moone Pokémon,psychic,ghost,137,4.0,120.0,97,,1,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,Nihilego,7,Parasite Pokémon,rock,poison,109,1.2,55.5,103,,1,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,Buzzwole,7,Swollen Pokémon,bug,fighting,107,2.4,333.6,79,,1,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,Pheromosa,7,Lissome Pokémon,bug,fighting,71,1.8,25.0,151,,1,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,Xurkitree,7,Glowing Pokémon,electric,,83,3.8,100.0,83,,1,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,Celesteela,7,Launch Pokémon,steel,flying,97,9.2,999.9,61,,1,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,Kartana,7,Drawn Sword Pokémon,grass,steel,59,0.3,0.1,109,,1,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,Guzzlord,7,Junkivore Pokémon,dark,dragon,223,5.5,888.0,43,,1,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,Necrozma,7,Prism Pokémon,psychic,,97,2.4,230.0,79,,1,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,Magearna,7,Artificial Pokémon,steel,fairy,80,1.0,80.5,65,,1,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
